code_system,code,display,classification,review_reason
SNOMED,71444005,Thrombosis of cerebral artery (disorder),,
SNOMED,128241005,Inflammatory disease of liver (disorder),,
SNOMED,371822007,Patient post percutaneous transluminal coronary angioplasty (finding),,
SNOMED,64226004,Colitis (disorder),,
SNOMED,36923009,"Major depression, single episode (disorder)",,
SNOMED,75183008,Abnormal liver function (finding),,
SNOMED,71186008,Croup (disorder),,
SNOMED,429740004,Family history of malignant neoplasm of breast (situation),,
SNOMED,201091002,Skin tag (disorder),,
SNOMED,237602007,Metabolic syndrome X (disorder),,
SNOMED,62014003,Adverse reaction caused by drug (disorder),,
SNOMED,111359004,Diverticulitis of colon (disorder),,
SNOMED,444733009,Preoperative cardiovascular examination (procedure),,
SNOMED,4855003,Retinopathy due to diabetes mellitus (disorder),,
SNOMED,6738008,Female infertility (disorder),,
SNOMED,84494001,Open-angle glaucoma (disorder),,
SNOMED,30128009,Tietze's disease (disorder),,
SNOMED,165816005,Human immunodeficiency virus detected (finding),,
SNOMED,133906008,Postpartum care (regime/therapy),,
SNOMED,235919008,Gallbladder calculus (disorder),,
SNOMED,12763006,Blood pressure below reference range (finding),,
SNOMED,24184005,Blood pressure above reference range (finding),,
SNOMED,266113007,Genital warts (disorder),,
SNOMED,31541009,Sarcoidosis (disorder),,
SNOMED,398064005,Neurogenic urinary bladder (finding),,
SNOMED,191889006,Tobacco dependence in remission (disorder),,
SNOMED,56018004,Wheezing (finding),,
SNOMED,274774002,Elevated level of transaminase and lactic acid dehydrogenase (finding),,
SNOMED,307759003,Helicobacter pylori gastrointestinal tract infection (disorder),,
SNOMED,389026000,Ascites (disorder),,
SNOMED,45007003,Low blood pressure (disorder),,
SNOMED,84017003,Bursitis (disorder),,
SNOMED,17369002,Miscarriage (disorder),,
SNOMED,432415000,Carrier of methicillin resistant Staphylococcus aureus (finding),,
SNOMED,31822004,Urethritis (disorder),,
SNOMED,12574004,Noninfectious gastroenteritis (disorder),,
SNOMED,363478007,Malignant neoplasm of thyroid gland (disorder),,
SNOMED,1163215007,Pressure injury (disorder),,
SNOMED,50219008,Hoarse (finding),,
SNOMED,95891005,Influenza-like illness (finding),,
SNOMED,9713002,Prostatitis (disorder),,
SNOMED,63440008,Verruca plantaris (disorder),,
SNOMED,165346000,Laboratory test result abnormal (situation),,
SNOMED,234347009,Anemia of chronic disorder (disorder),,
SNOMED,106008001,Delivery AND/OR maternal condition affecting management (disorder),,
SNOMED,254818000,Dysplastic nevus of skin (disorder),,
SNOMED,26538006,Degeneration of lumbar intervertebral disc (disorder),,
SNOMED,301754002,Right lower quadrant pain (finding),,
SNOMED,8619003,Infertile (finding),,
SNOMED,111541001,Benign paroxysmal positional vertigo (disorder),,
SNOMED,56454009,Pityriasis versicolor (disorder),,
SNOMED,125602001,Injury of lower leg (disorder),,
SNOMED,52475004,Xeroderma (disorder),,
SNOMED,95345008,Ulcer of foot (disorder),,
SNOMED,235104008,Impacted tooth (disorder),,
SNOMED,1539003,Acquired trigger finger (disorder),,
SNOMED,43829003,Chronic osteoarthritis (disorder),,
SNOMED,67195008,Acute stress disorder (disorder),,
SNOMED,415086001,History of primary malignant neoplasm of urinary bladder (situation),,
SNOMED,422166005,Peripheral circulatory disorder due to type 2 diabetes mellitus (disorder),,
SNOMED,116141005,Abdominal hysterectomy (procedure),,
SNOMED,409622000,Respiratory failure (disorder),,
SNOMED,609328004,Allergic disposition (finding),,
SNOMED,310305009,Active advance directive (copy within chart) (finding),,
SNOMED,73595000,Stress (finding),,
SNOMED,13197004,Uses contraception (finding),,
SNOMED,237628005,Impaired glucose tolerance in pregnancy (disorder),,
SNOMED,102588006,Chest wall pain (finding),,
SNOMED,197927001,Recurrent urinary tract infection (disorder),,
SNOMED,52441000,Atrophic vaginitis (disorder),,
SNOMED,60937000,Degeneration of lumbosacral intervertebral disc (disorder),,
SNOMED,82649003,Astigmatism (disorder),,
SNOMED,78435003,Ganglion of joint (disorder),,
SNOMED,36083008,Sick sinus syndrome (disorder),,
SNOMED,18027006,Transplantation of liver (procedure),,
SNOMED,78267003,Harmful pattern of use of cocaine (disorder),,
SNOMED,427603009,Intermittent asthma (disorder),,
SNOMED,54404000,Cervical radiculopathy (disorder),,
SNOMED,171183004,Diabetes mellitus screening (procedure),,
SNOMED,443502000,Atherosclerosis of coronary artery (disorder),,
SNOMED,266096002,Methicillin resistant Staphylococcus aureus infection (disorder),,
SNOMED,122548005,Biopsy of breast (procedure),,
SNOMED,198130006,Female pelvic inflammatory disease (disorder),,
SNOMED,41652007,Pain in eye (finding),,
SNOMED,387800004,Cervical spondylosis (disorder),,
SNOMED,707440005,Exercise induced bronchospasm (disorder),,
SNOMED,771299009,Prematurity of infant (disorder),,
SNOMED,133899007,Postoperative care (regime/therapy),,
SNOMED,16207008,Postmature infancy (finding),,
SNOMED,41888000,Temporomandibular joint disorder (disorder),,
SNOMED,12867002,Fetal distress affecting management of mother (disorder),,
SNOMED,139394000,Nocturia (finding),,
SNOMED,57194009,Adjustment disorder with depressed mood (disorder),,
SNOMED,128869009,Infestation caused by Sarcoptes scabiei var hominis (disorder),,
SNOMED,397540003,Visual impairment (disorder),,
SNOMED,48723006,Male hypogonadism (disorder),,
SNOMED,89820008,Closed intertrochanteric fracture (disorder),,
SNOMED,56557000,Fibrositis (disorder),,
SNOMED,255108000,Carcinoma of urinary bladder (disorder),,
SNOMED,90834002,Pain in limb (finding),,
SNOMED,312824007,Family history of cancer of colon (situation),,
SNOMED,609496007,Complication occurring during pregnancy (disorder),,
SNOMED,54888009,Sprain of knee (disorder),,
SNOMED,429699009,History of malignant neoplasm of colon (situation),,
SNOMED,16114001,Fracture of ankle (disorder),,
SNOMED,125599006,Injury of hand (disorder),,
SNOMED,58126003,Postoperative wound infection (disorder),,
SNOMED,52450003,Closed fracture of midcervical section of femur (disorder),,
SNOMED,399020009,Congestive cardiomyopathy (disorder),,
SNOMED,8009008,Nocturnal enuresis (finding),,
SNOMED,59276001,Proliferative retinopathy due to diabetes mellitus (disorder),,
SNOMED,41976001,Cardiac catheterization (procedure),,
SNOMED,370143000,Major depressive disorder (disorder),,
SNOMED,386207004,Temporomandibular joint-pain-dysfunction syndrome (disorder),,
SNOMED,217155007,Fall on same level from slipping (event),,
SNOMED,63480004,Chronic bronchitis (disorder),,
SNOMED,416413003,Advanced maternal age gravida (finding),,
SNOMED,46244001,Recurrent major depression in full remission (disorder),,
SNOMED,48194001,Pregnancy-induced hypertension (disorder),,
SNOMED,31070006,Epididymitis (disorder),,
SNOMED,48277006,Impetigo (disorder),,
SNOMED,68890003,Schizoaffective disorder (disorder),,
SNOMED,79740000,Candidiasis of mouth (disorder),,
SNOMED,275526006,History of cerebrovascular accident (situation),,
SNOMED,40379007,Mild recurrent major depression (disorder),,
SNOMED,128188000,Cerebral palsy (disorder),,
SNOMED,307280005,Implantation of cardiac pacemaker (procedure),,
SNOMED,64586002,Stenosis of carotid artery (disorder),,
SNOMED,254651007,Squamous cell carcinoma of skin (disorder),,
SNOMED,48130008,Hypogonadism (disorder),,
SNOMED,7674000,Greater trochanteric pain syndrome (disorder),,
SNOMED,353295004,Graves' disease (disorder),,
SNOMED,363346000,Malignant neoplastic disease (disorder),,
SNOMED,427295004,Moderate persistent asthma (disorder),,
SNOMED,90562004,"Fetal distress, in liveborn infant (finding)",,
SNOMED,197321007,Steatosis of liver (disorder),,
SNOMED,191736004,Obsessive-compulsive disorder (disorder),,
SNOMED,426702003,Pain in female pelvis (finding),,
SNOMED,46206005,Mood disorder (disorder),,
SNOMED,69195002,Degeneration of cervical intervertebral disc (disorder),,
SNOMED,85848002,Corneal abrasion (disorder),,
SNOMED,30037006,Anal fissure (disorder),,
SNOMED,84114007,Heart failure (disorder),,
SNOMED,55668003,Adjustment disorder with mixed emotional features (disorder),,
SNOMED,41497008,Febrile convulsion (finding),,
SNOMED,22193007,Osteoarthritis of joint of hand (disorder),,
SNOMED,61977001,Chronic type B viral hepatitis (disorder),,
SNOMED,20845005,Meconium in amniotic fluid affecting management of mother (disorder),,
SNOMED,41446000,Blepharitis (disorder),,
SNOMED,441457006,Cyst (disorder),,
SNOMED,16331000,Heartburn (finding),,
SNOMED,161432005,History of malignant melanoma (situation),,
SNOMED,110359009,Intellectual disability (disorder),,
SNOMED,414173003,Exudative age-related macular degeneration (disorder),,
SNOMED,429006005,Family history of malignant neoplasm of gastrointestinal tract (situation),,
SNOMED,285384003,General health deterioration (finding),,
SNOMED,389086002,Hypoxia (disorder),,
SNOMED,74285003,Mass of pelvic structure (finding),,
SNOMED,6142004,Influenza (disorder),,
SNOMED,73589001,Intervertebral disc prolapse (disorder),,
SNOMED,233819005,Stable angina (disorder),,
SNOMED,230462002,Migraine with typical aura (disorder),,
SNOMED,385468004,Cataract extraction and implantation of intraocular lens (procedure),,
SNOMED,415692008,Swelling of first metatarsophalangeal joint of hallux (disorder),,
SNOMED,22220005,Genuine stress incontinence (finding),,
SNOMED,75544000,Opioid dependence (disorder),,
SNOMED,34842007,Antepartum hemorrhage (disorder),,
SNOMED,36118008,Pneumothorax (disorder),,
SNOMED,90708001,Kidney disease (disorder),,
SNOMED,231854006,Atopic conjunctivitis (disorder),,
SNOMED,47382004,Dermatophytosis (disorder),,
SNOMED,442438000,Influenza caused by Influenza A virus (disorder),,
SNOMED,38822007,Cystitis (disorder),,
SNOMED,63305008,Stricture of esophagus (disorder),,
SNOMED,15639000,"Moderate major depression, single episode (disorder)",,
SNOMED,416675009,Furuncle (disorder),,
SNOMED,268547008,Screening for malignant neoplasm of breast (procedure),,
SNOMED,37344009,Harmful pattern of use of Cannabis (disorder),,
SNOMED,44057004,Conductive hearing loss (disorder),,
SNOMED,303011007,Neutropenic disorder (disorder),,
SNOMED,52011008,Injury of finger (disorder),,
SNOMED,307541003,Lower urinary tract symptoms (finding),,
SNOMED,418107008,Unconscious (finding),,
SNOMED,81060008,Intestinal obstruction (disorder),,
SNOMED,30746006,Lymphadenopathy (disorder),,
SNOMED,72934000,Candidiasis of vagina (disorder),,
SNOMED,109995007,Myelodysplastic syndrome (disorder),,
SNOMED,254878006,Endometrial carcinoma (disorder),,
SNOMED,247373008,Ankle pain (finding),,
SNOMED,18165001,Jaundice (finding),,
SNOMED,36474008,Severe recurrent major depression without psychotic features (disorder),,
SNOMED,37610005,Inflammation of cervix (disorder),,
SNOMED,16402000,Sickle cell trait (disorder),,
SNOMED,402815007,Squamous cell carcinoma (disorder),,
SNOMED,202489000,Pain of tibiofibular joint (finding),,
SNOMED,281255004,Small bowel obstruction (disorder),,
SNOMED,398665005,Vasovagal syncope (finding),,
SNOMED,443395009,Compression fracture (disorder),,
SNOMED,82639001,Premenstrual tension syndrome (disorder),,
SNOMED,263225007,Fracture of proximal end of femur (disorder),,
SNOMED,198436008,Menopausal flushing (disorder),,
SNOMED,248290002,Developmental delay (disorder),,
SNOMED,84027009,Pernicious anemia (disorder),,
SNOMED,301716002,Left lower quadrant pain (finding),,
SNOMED,397513003,Hordeolum (disorder),,
SNOMED,234336002,Hemopoietic stem cell transplant (procedure),,
SNOMED,19829001,Disorder of lung (disorder),,
SNOMED,56097005,Migraine without aura (disorder),,
SNOMED,1003614009,Open angle glaucoma suspect (disorder),,
SNOMED,39021009,Disorder of refraction (disorder),,
SNOMED,85189001,Acute appendicitis (disorder),,
SNOMED,102576009,Edema of foot (finding),,
SNOMED,262965006,Strain of back muscle (disorder),,
SNOMED,17602002,Amyloidosis (disorder),,
SNOMED,50465008,Hernia repair (procedure),,
SNOMED,118599009,Hodgkin's disease (disorder),,
SNOMED,389095005,Contraception care (regime/therapy),,
SNOMED,76009000,Esophagogastroduodenoscopy (procedure),,
SNOMED,95214007,Primary malignant neoplasm of liver (disorder),,
SNOMED,26614003,Hydrocele of testis (disorder),,
SNOMED,128276007,Cellulitis of foot (disorder),,
SNOMED,95722004,Bilateral cataracts (disorder),,
SNOMED,127034005,Pancytopenia (disorder),,
SNOMED,74323005,Pain of elbow region (finding),,
SNOMED,302226006,Peripheral nerve disease (disorder),,
SNOMED,23913003,External hemorrhoids (disorder),,
SNOMED,72366004,Eating disorder (disorder),,
SNOMED,11049006,Cervical radiculitis (disorder),,
SNOMED,12866006,Administration of vaccine product containing only Streptococcus pneumoniae antigen (procedure),,
SNOMED,254900004,Carcinoma of prostate (disorder),,
SNOMED,833278008,Glaucoma suspect (disorder),,
SNOMED,68154008,Chronic cough (finding),,
SNOMED,19598007,Generalized epilepsy (disorder),,
SNOMED,6383007,Premature labor (finding),,
SNOMED,52515009,Hernia of abdominal cavity (disorder),,
SNOMED,94225005,Metastatic malignant neoplasm to brain (disorder),,
SNOMED,54885007,Extraction of cataract (procedure),,
SNOMED,187252008,Late effect of respiratory tuberculosis (disorder),,
SNOMED,56306000,Cosmetic surgery (procedure),,
SNOMED,25702006,Alcohol intoxication (disorder),,
SNOMED,399963005,Abrasion (disorder),,
SNOMED,6096002,Breech presentation (finding),,
SNOMED,59614000,Occult blood detected in feces (finding),,
SNOMED,266894000,Family history: Cardiovascular disease (situation),,
SNOMED,266261006,Raynaud's phenomenon (finding),,
SNOMED,428942009,History of fall (situation),,
SNOMED,75803007,Posterior rhinorrhea (disorder),,
SNOMED,25458004,Acute gastritis (disorder),,
SNOMED,736500007,Polyp of nasal cavity (disorder),,
SNOMED,609558009,Essential tremor (disorder),,
SNOMED,399211009,History of myocardial infarction (situation),,
SNOMED,609588000,Prosthetic total arthroplasty of knee joint (procedure),,
SNOMED,78048006,Candidiasis (disorder),,
SNOMED,4210003,Ocular hypertension (disorder),,
SNOMED,8722008,Aortic valve disorder (disorder),,
SNOMED,102572006,Edema of lower extremity (finding),,
SNOMED,91487003,Diaper rash (disorder),,
SNOMED,82403002,Cholangitis (disorder),,
SNOMED,312891008,Pregnancy-related examination (procedure),,
SNOMED,420715001,Persistent microalbuminuria due to type 2 diabetes mellitus (disorder),,
SNOMED,93880001,Primary malignant neoplasm of lung (disorder),,
SNOMED,110030002,Concussion injury of brain (disorder),,
SNOMED,239960007,Impingement syndrome of shoulder region (disorder),,
SNOMED,42265009,Idiopathic urticaria (disorder),,
SNOMED,254915003,Clear cell carcinoma of kidney (disorder),,
SNOMED,125653000,Open wound of finger (disorder),,
SNOMED,444822002,Screening for malignant neoplasm of prostate (procedure),,
SNOMED,371081002,Arthritis of knee (disorder),,
SNOMED,408814002,Ultrasound scan for fetal anomaly (procedure),,
SNOMED,51868009,Ulcer of duodenum (disorder),,
SNOMED,387713003,Surgical procedure (procedure),,
SNOMED,424736006,Peripheral neuropathy due to diabetes mellitus (disorder),,
SNOMED,201819000,Generalized osteoarthritis (disorder),,
SNOMED,21639008,Hypervolemia (finding),,
SNOMED,76581006,Cholecystitis (disorder),,
SNOMED,4754008,Gynecomastia (disorder),,
SNOMED,71906005,Paronychia (disorder),,
SNOMED,124134002,Deficiency of glucose-6-phosphate dehydrogenase (disorder),,
SNOMED,36689008,Acute pyelonephritis (disorder),,
SNOMED,187861000,Malignant neoplasm of upper lobe bronchus (disorder),,
SNOMED,187862007,Malignant neoplasm of upper lobe of lung (disorder),,
SNOMED,281245003,Musculoskeletal chest pain (finding),,
SNOMED,283545005,Gunshot wound (disorder),,
SNOMED,2901004,Melena (disorder),,
SNOMED,255187008,Lipoma of skin (disorder),,
SNOMED,428308007,History of percutaneous transluminal coronary angioplasty (situation),,
SNOMED,90381008,Occipitoanterior position (finding),,
SNOMED,314631008,Menometrorrhagia (finding),,
SNOMED,449707004,Edema of lower leg (finding),,
SNOMED,421986006,Persistent proteinuria due to type 2 diabetes mellitus (disorder),,
SNOMED,217697000,Dog bite (event),,
SNOMED,65568007,Cigarette smoker (finding),,
SNOMED,271558008,Infectious mononucleosis (disorder),,
SNOMED,49220004,Hypertensive renal failure (disorder),,
SNOMED,31956009,Cocaine dependence (disorder),,
SNOMED,75878002,Abdominal aortic aneurysm without rupture (disorder),,
SNOMED,59118001,Right bundle branch block (disorder),,
SNOMED,420054005,Alcoholic cirrhosis (disorder),,
SNOMED,51615001,Fibrosis of lung (disorder),,
SNOMED,95087004,Neoplasm of uncertain behavior of skin (disorder),,
SNOMED,93655004,Malignant melanoma of skin (disorder),,
SNOMED,75088002,Urgent desire to urinate (finding),,
SNOMED,81498004,Bursitis of hip (disorder),,
SNOMED,191813001,Chronic alcoholism in remission (disorder),,
SNOMED,235494005,Chronic pancreatitis (disorder),,
SNOMED,235675006,Gastroparesis (disorder),,
SNOMED,34801009,Ectopic pregnancy (disorder),,
SNOMED,26544005,Muscle weakness (finding),,
SNOMED,1475003,Herpes labialis (disorder),,
SNOMED,385763009,Hospice care (regime/therapy),,
SNOMED,66344007,Recurrent major depression (disorder),,
SNOMED,47639008,Pilonidal cyst (disorder),,
SNOMED,21983002,Hashimoto thyroiditis (disorder),,
